Country,Region,Year,Happiness Rank,Happiness Score,Economy GDP per Capita,Family Social Support,Health Life Expectancy,Freedom to Make Choices,Perceptions of Corruption,Generosity,Dystopia Residual,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020"
United Kingdom,Western Europe,2021,17,7.064,1.423,1.062,0.757,0.58,0.306,0.34,2.596,67886004,66834405,108.45
United Kingdom,Western Europe,2022,17,6.943,1.867,1.143,0.75,0.597,0.329,0.289,1.967,67886004,66834405,108.45
United States,North America and ANZ,2015,15,7.119,1.395,1.247,0.862,0.546,0.159,0.401,2.51,331002647,328239523,104.451
United States,North America and ANZ,2016,13,7.104,1.508,1.048,0.779,0.482,0.149,0.411,2.728,331002647,328239523,104.451
United States,North America and ANZ,2017,14,6.993,1.546,1.42,0.774,0.506,0.136,0.393,2.218,331002647,328239523,104.451
United States,North America and ANZ,2018,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291,,331002647,328239523,104.451
United States,North America and ANZ,2019,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28,,331002647,328239523,104.451
United States,North America and ANZ,2020,18,6.94,1.374,1.405,0.832,0.535,0.298,0.152,2.344,331002647,328239523,104.451
United States,North America and ANZ,2021,19,6.951,1.533,1.03,0.621,0.554,0.154,0.252,2.87,331002647,328239523,104.451
United States,North America and ANZ,2022,16,6.977,1.982,1.182,0.628,0.574,0.177,0.22,2.214,331002647,328239523,104.451
Uruguay,Latin America and Caribbean,2015,32,6.485,1.062,1.209,0.812,0.604,0.246,0.232,2.321,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2016,29,6.545,1.182,1.031,0.722,0.544,0.214,0.181,2.671,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2017,28,6.454,1.218,1.412,0.719,0.579,0.178,0.175,2.172,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2018,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13,,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2019,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2020,26,6.44,1.071,1.425,0.857,0.594,0.132,0.193,2.167,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2021,31,6.431,1.164,1.042,0.649,0.625,0.223,0.128,2.6,3473727,3461734,5.21
Uruguay,Latin America and Caribbean,2022,30,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,3473727,3461734,5.21
Uzbekistan,Commonwealth of Independent States,2015,44,6.003,0.632,1.34,0.598,0.658,0.308,0.228,2.237,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2016,49,5.987,0.736,1.168,0.502,0.608,0.283,0.343,2.346,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2017,47,5.971,0.786,1.549,0.498,0.658,0.247,0.416,1.817,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2018,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2019,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2020,38,6.258,0.697,1.434,0.717,0.693,0.363,0.28,2.73,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2021,42,6.179,0.769,1.027,0.528,0.716,0.271,0.391,2.477,33469199,33580650,1.834
Uzbekistan,Commonwealth of Independent States,2022,53,6.063,1.219,1.092,0.6,0.716,0.24,0.283,1.913,33469199,33580650,1.834
Venezuela,Latin America and Caribbean,2015,23,6.81,1.044,1.256,0.721,0.429,0.111,0.058,3.191,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2016,44,6.084,1.134,1.033,0.619,0.198,0.083,0.043,2.975,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2017,82,5.25,1.128,1.431,0.617,0.154,0.064,0.065,1.789,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2018,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2019,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2020,99,5.053,0.77,1.349,0.767,0.272,0.087,0.064,1.745,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2021,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2.135,28435943,28515829,3.615
Venezuela,Latin America and Caribbean,2022,108,4.925,0,0.968,0.578,0.283,0.082,0.225,2.79,28435943,28515829,3.615
Vietnam,Southeast Asia,2015,75,5.36,0.632,0.912,0.747,0.594,0.104,0.169,2.22,97338583,96462106,0.036
Vietnam,Southeast Asia,2016,96,5.061,0.74,0.791,0.662,0.56,0.116,0.251,1.942,97338583,96462106,0.036
Vietnam,Southeast Asia,2017,94,5.074,0.789,1.277,0.652,0.571,0.088,0.235,1.462,97338583,96462106,0.036
Vietnam,Southeast Asia,2018,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177,,97338583,96462106,0.036
Vietnam,Southeast Asia,2019,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147,,97338583,96462106,0.036
Vietnam,Southeast Asia,2020,83,5.353,0.718,1.253,0.819,0.651,0.136,0.09,1.686,97338583,96462106,0.036
Vietnam,Southeast Asia,2021,79,5.411,0.817,0.873,0.616,0.679,0.091,0.124,2.211,97338583,96462106,0.036
Vietnam,Southeast Asia,2022,77,5.485,1.252,0.932,0.611,0.707,0.105,0.143,1.735,97338583,96462106,0.036
Yemen,Middle East and North Africa,2015,136,4.077,0.546,0.681,0.401,0.356,0.079,0.091,1.923,29825968,29161922,2.045
Yemen,Middle East and North Africa,2016,147,3.724,0.579,0.475,0.31,0.229,0.059,0.098,1.973,29825968,29161922,2.045
Yemen,Middle East and North Africa,2017,146,3.593,0.592,0.935,0.31,0.249,0.057,0.104,1.346,29825968,29161922,2.045
Yemen,Middle East and North Africa,2018,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,,29825968,29161922,2.045
Yemen,Middle East and North Africa,2019,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,,29825968,29161922,2.045
Yemen,Middle East and North Africa,2020,146,3.527,0.393,1.177,0.415,0.244,0.095,0.087,1.116,29825968,29161922,2.045
Yemen,Middle East and North Africa,2021,141,3.658,0.329,0.831,0.272,0.268,0.089,0.092,1.776,29825968,29161922,2.045
Yemen,Middle East and North Africa,2022,132,4.197,0.691,1.043,0.384,0.33,0.098,0.09,1.561,29825968,29161922,2.045
Zambia,Sub-Saharan Africa,2015,85,5.129,0.47,0.916,0.299,0.488,0.125,0.196,2.634,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2016,106,4.795,0.612,0.638,0.236,0.427,0.115,0.179,2.59,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2017,116,4.514,0.636,1.003,0.258,0.462,0.078,0.25,1.827,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2018,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2019,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2020,141,3.759,0.537,0.896,0.364,0.491,0.251,0.087,1.134,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2021,137,4.073,0.528,0.552,0.231,0.487,0.074,0.227,1.975,18383956,17861030,2.11
Zambia,Sub-Saharan Africa,2022,137,3.76,0.93,0.577,0.306,0.525,0.083,0.203,1.135,18383956,17861030,2.11
Zimbabwe,Sub-Saharan Africa,2015,115,4.61,0.271,1.033,0.335,0.259,0.081,0.19,2.442,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2016,131,4.193,0.35,0.715,0.16,0.254,0.086,0.185,2.443,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2017,138,3.875,0.376,1.083,0.197,0.336,0.095,0.189,1.598,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2018,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2019,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2020,151,3.299,0.426,1.048,0.375,0.377,0.151,0.081,0.841,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2021,148,3.145,0.457,0.649,0.243,0.359,0.075,0.157,1.25,14862927,14645468,2.442
Zimbabwe,Sub-Saharan Africa,2022,144,2.995,0.947,0.69,0.27,0.329,0.105,0.106,0.548,14862927,14645468,2.442
